"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.822387807E1,-1.102490902E1,4.014792442E0,2.917597294E0
4.823387903E1,-9.021276474E0,3.677099943E0,1.842468023E0
4.824388033E1,-6.141382217E0,2.580209732E0,8.949255943E-2
4.825388147E1,-4.254849434E0,3.978958130E-1,-2.255386829E0
4.826388210E1,-2.088294983E0,-4.016820908E0,-7.029620647E0
4.827388283E1,4.733665943E0,-7.703103542E0,-2.662188721E1
4.828388416E1,1.712096786E1,-9.497756958E0,-1.582933807E1
4.829388546E1,2.062918663E1,-1.316848564E1,-5.213319778E0
4.830388647E1,1.990197563E1,-1.621029282E1,-4.944384575E0
4.831388733E1,1.092840004E1,-1.437650871E1,-4.561419487E0
4.832388840E1,2.299318314E0,-9.983088493E0,-3.185503483E0
4.833388940E1,-1.451153755E0,-3.379997253E0,-2.888387442E0
4.834388973E1,-3.572910309E0,-1.897531509E0,-3.011905909E0
4.835389000E1,-5.628111839E0,-3.748598099E0,-6.140081882E-1
4.836389076E1,-6.879698753E0,-6.685304642E0,3.883697987E-1
4.837389183E1,-8.429632187E0,-1.127112961E1,1.252035975E0
4.838389276E1,-1.097759533E1,-1.239259338E1,-3.934042692E0
4.839389393E1,-7.287980080E0,-9.104540825E0,-8.876202583E0
4.840389563E1,-5.298799992E0,-6.957505226E0,-7.127523422E-1
4.841389749E1,-7.553129196E0,-5.976445198E0,7.548573494E0
4.842389893E1,-1.104380417E1,-2.540625572E0,1.471757698E1
4.843390049E1,-1.167240524E1,5.988950729E-1,1.423789597E1
4.844390259E1,-1.170254993E1,2.338263035E0,1.415840435E1
4.845390466E1,-1.055904293E1,3.974375248E0,1.406370354E1
4.846390636E1,-1.024596691E1,3.474810600E0,1.113989639E1
4.847390806E1,-1.057701874E1,2.079043865E0,7.612749100E0
4.848391026E1,-1.113084507E1,1.419985294E0,6.929885387E0
4.849391259E1,-1.222120667E1,3.291010857E-1,7.137351990E0
4.850391469E1,-1.260925674E1,-1.386061668E0,6.862960339E0
4.851391726E1,-1.146650028E1,-3.565248489E0,4.193920612E0
4.852392082E1,-9.670974731E0,-4.852570534E0,2.397755146E0
4.853392446E1,-8.329847336E0,-5.342848778E0,1.851220012E0
4.854392776E1,-7.089651585E0,-5.279597282E0,2.509955883E0
4.855393112E1,-6.332642555E0,-5.038229942E0,3.419901371E0
4.856393482E1,-5.369957924E0,-4.602819443E0,4.173062325E0
4.857393859E1,-4.538212776E0,-3.827489853E0,4.305649757E0
4.858394169E1,-4.041028023E0,-2.671221733E0,4.211851120E0
4.859394485E1,-3.711461544E0,-1.363751411E0,3.987357140E0
4.860394869E1,-3.706340551E0,-2.615613937E-1,5.632047176E0
4.861395272E1,-3.117247581E0,3.857707977E-2,5.258176804E0
4.862395642E1,-1.801071048E0,-1.861896515E-1,2.579309464E0
4.863396032E1,-1.031166792E0,-1.177568436E-1,4.533616006E-1
4.864396475E1,-8.688900471E-1,1.795511246E-1,-6.769856811E-1
4.865396935E1,-1.139106512E0,4.014225006E-1,-9.777104259E-1
4.866397349E1,-1.451067805E0,2.515039444E-1,-3.212681413E-1
4.867397772E1,-1.145615935E0,-6.390666962E-2,-1.583659947E-1
4.868398252E1,-1.193099022E-1,-6.589889526E-3,-8.953838348E-1
4.869398735E1,8.329973221E-1,4.081211090E-1,-1.718525648E0
4.870399188E1,1.316823006E0,6.860113144E-1,-2.374485731E0
4.871399642E1,1.175240993E0,5.394124985E-1,-2.719813824E0
4.872400108E1,9.113190174E-1,3.654489517E-1,-2.826683044E0
4.873400575E1,7.359240055E-1,1.097249985E-1,-3.115664244E0
4.874401005E1,5.184227228E-1,-1.223402023E-1,-3.493081093E0
4.875401465E1,2.474595308E-1,-2.073049545E-1,-3.864781380E0
4.876401982E1,-7.632923126E-2,-2.195892334E-1,-3.901922703E0
4.877402518E1,-3.722027540E-1,-4.814147949E-2,-3.802489758E0
4.878403028E1,-4.074909687E-1,1.863870621E-1,-3.638000488E0
4.879403542E1,-3.966980577E-1,4.517316818E-1,-3.335285664E0
4.880404082E1,-3.328826427E-1,5.595598221E-1,-2.825372458E0
4.881404605E1,-2.231414914E-1,8.023500443E-1,-2.012537718E0
4.882405061E1,-1.957297325E-3,9.429931641E-1,-1.217311144E0
4.883405511E1,3.918638229E-1,6.198959351E-1,-4.720889330E-1
4.884406005E1,1.152548075E0,-3.779096603E-1,1.844686270E-1
4.885406498E1,2.022689819E0,-1.271781921E0,5.961298943E-2
4.886406941E1,2.833875656E0,-1.583987236E0,-5.081847906E-1
4.887407371E1,2.952860355E0,-1.211125374E0,-1.175580263E0
4.888407835E1,2.836551666E0,-1.010368347E0,-1.383193731E0
4.889409208E1,2.899001837E0,-1.020457268E0,-1.441620588E0
4.890410548E1,2.803306580E0,-1.314835548E0,-6.581006050E-1
4.891411874E1,3.053294182E0,-1.447631836E0,-2.571898699E-1
4.892413251E1,3.236235142E0,-1.466004372E0,-1.683835983E-1
4.893414601E1,3.328856707E0,-1.578151703E0,-6.075338125E-1
4.894415911E1,3.383052588E0,-1.579035759E0,-6.154147387E-1
4.895417214E1,4.025552273E0,-1.891338348E0,-1.874942780E0
4.896418564E1,5.344355106E0,-2.487520218E0,-2.596976995E0
4.897419911E1,7.158991814E0,-3.238939285E0,-2.165434837E0
4.898421204E1,7.822324753E0,-2.448079109E0,-1.420123577E0
4.899422501E1,7.163541317E0,-1.483152390E0,-3.010040760E0
4.900423868E1,7.805656910E0,-1.479262352E0,-6.247252464E0
4.901425234E1,8.026968956E0,-1.392180443E0,-7.609089851E0
4.902426577E1,6.744885921E0,-1.009342194E0,-4.309462547E0
4.903427931E1,5.128804684E0,-1.788934708E0,-3.669746399E0
4.904429304E1,3.426875830E0,-3.581391335E0,-5.482387066E0
4.905430651E1,1.548959494E0,-5.712481499E0,-6.280718803E0
4.906431947E1,1.124571562E-1,-8.415191650E0,-5.475627899E0
4.907433237E1,-1.397349596E0,-1.181780338E1,-3.546603203E0
4.908434560E1,-3.202203274E0,-1.457157421E1,-1.758504510E0
4.909435871E1,-5.686644554E0,-1.688501740E1,8.147835135E-1
4.910437127E1,-8.139113426E0,-1.805992889E1,3.162330389E0
4.911438367E1,-1.079579735E1,-1.820631218E1,6.598066330E0
4.912439597E1,-1.234810448E1,-1.615522194E1,7.045820713E0
4.913440797E1,-1.355674744E1,-1.249433041E1,7.557151794E0
4.914441917E1,-1.366195393E1,-7.463360786E0,4.636441231E0
4.915443014E1,-1.305211926E1,-4.256313324E0,1.224496245E0
4.916444150E1,-1.190869045E1,-2.122582436E0,-1.150759459E0
4.917445284E1,-1.062245560E1,-7.953758240E-1,-1.300492287E0
4.918446377E1,-9.260453224E0,4.195857048E-1,-4.998112917E-1
4.919446547E1,-8.302683830E0,1.543191910E0,4.405021071E-1
4.920446710E1,-7.575533867E0,2.090434074E0,1.173863769E0
4.921446864E1,-6.949567795E0,2.322065353E0,2.416995764E0
4.922446950E1,-6.482568264E0,2.414460659E0,3.016719818E0
4.923447033E1,-5.708695889E0,2.507733822E0,2.490783215E0
4.924447170E1,-4.944667339E0,2.803469181E0,2.161323071E0
4.925447287E1,-4.055466652E0,3.185736656E0,2.746331215E0
4.926447343E1,-3.576698780E0,3.591015816E0,2.972989559E0
4.927447370E1,-3.488783360E0,3.451163769E0,3.124455452E0
4.928447416E1,-4.012357712E0,2.956930637E0,2.784199953E0
4.929447460E1,-4.844143391E0,2.440820217E0,2.991466761E0
4.930447433E1,-6.297184944E0,2.058380127E0,3.571223021E0
4.931447396E1,-7.660784721E0,1.845196247E0,4.250914097E0
4.932447413E1,-8.870740891E0,1.913233757E0,4.406257153E0
4.933447420E1,-1.005873203E1,2.134688377E0,4.338769913E0
4.934447386E1,-1.117503929E1,2.361289501E0,4.257979393E0
4.935447353E1,-1.233696938E1,2.753148079E0,3.943392277E0
4.936447353E1,-1.322947311E1,3.270607948E0,3.599643707E0
4.937447333E1,-1.369957161E1,4.021621704E0,3.096901655E0
4.938447263E1,-1.338416100E1,4.544618130E0,2.603197575E0
4.939447206E1,-1.264730644E1,4.321575165E0,2.014803171E0
4.940447229E1,-1.061971092E1,2.973384857E0,8.607347012E-1
4.941447276E1,-7.889197350E0,1.266130924E0,-1.470929384E0
4.942447319E1,-4.428256989E0,-1.030662060E0,-4.876371384E0
4.943447396E1,1.578927040E-1,-4.591940880E0,-1.582598686E1
4.944447539E1,1.113751411E1,-7.953294754E0,-1.843368912E1
4.945447702E1,1.675301743E1,-1.319413376E1,-3.373448849E0
4.946447829E1,1.697854996E1,-1.309940338E1,-3.255348682E0
4.947447959E1,1.656952858E1,-1.484374809E1,-4.404587746E0
4.948448156E1,1.139768982E1,-8.377847672E0,-6.504701138E0
4.949448356E1,4.073796272E0,-2.090957642E0,-6.595935345E0
4.950448519E1,1.004848003E0,8.060793877E-1,-4.043029785E0
4.951448692E1,9.819078445E-1,7.877993584E-1,-4.017632484E0
4.952448896E1,-4.180424213E0,-4.155780792E0,-5.089948177E-1
4.953449102E1,-5.851005554E0,-8.876817703E0,-1.727986336E-1
4.954449252E1,-6.653139114E0,-1.385762978E1,2.492746115E-1
4.955449425E1,-9.342374802E0,-1.518907452E1,-4.158057213E0
4.956449659E1,-9.040704727E0,-5.682227135E0,-6.197284698E0
4.957449899E1,-8.325168610E0,-1.905940056E0,-2.191355705E0
4.958450105E1,-9.654235840E0,-2.151589394E0,3.492116213E0
4.959450302E1,-1.152567196E1,-3.827207565E0,7.378814697E0
4.960450518E1,-1.293157387E1,-3.829764366E0,6.817417622E0
4.961450738E1,-1.148905754E1,-2.359466553E-1,1.045332909E1
4.962450899E1,-9.941381454E0,1.898809910E0,1.261374855E1
4.963451045E1,-9.947713852E0,1.889010429E0,1.263521767E1
4.964451245E1,-1.000977516E1,1.324019432E0,1.025918007E1
4.965451442E1,-1.034897900E1,-1.341009140E-1,7.868962288E0
4.966451602E1,-1.097468567E1,-8.162488937E-1,8.103118896E0
4.967451785E1,-1.148655510E1,-1.425976753E0,9.267197609E0
4.968452002E1,-1.143413353E1,-1.365194321E0,9.136011124E0
4.969452225E1,-9.925769806E0,-3.545436859E0,5.127274513E0
4.970452382E1,-8.791334152E0,-3.514579773E0,3.719817162E0
4.971452508E1,-7.654945374E0,-3.112962723E0,3.377174139E0
4.972452695E1,-6.656915665E0,-2.752125740E0,3.394878626E0
4.973452868E1,-5.840468407E0,-2.399580956E0,3.760471344E0
4.974452988E1,-5.693934441E0,-2.323495865E0,3.767174721E0
4.975453105E1,-4.620416641E0,-1.149487495E0,4.017862320E0
4.976453255E1,-4.213007450E0,-9.314384460E-1,3.308717728E0
4.977453408E1,-3.845754862E0,-7.598533630E-1,2.761987686E0
4.978453515E1,-3.634817839E0,-5.847129822E-1,2.543320894E0
4.979453645E1,-3.383673191E0,-8.628187180E-1,3.622478008E0
4.980453845E1,-2.631447792E0,-1.271180153E0,4.904872417E0
4.981454054E1,-1.082803965E0,-1.171731949E0,2.080735445E0
4.982454258E1,-3.512766361E-1,-7.248649597E-1,-2.410573959E-1
4.983454474E1,-3.224723339E-1,-1.297292709E-1,-1.515122294E0
4.984454731E1,-6.645002365E-1,2.155056000E-1,-2.067538738E0
4.985454991E1,-9.199662209E-1,1.570796967E-2,-1.628886938E0
4.986455211E1,-6.218512058E-1,-5.697422028E-1,-5.568806529E-1
4.987455428E1,3.813223839E-1,-5.573549271E-1,-1.086786270E0
4.988455681E1,1.188508034E0,-2.217445374E-1,-2.495256901E0
4.989455928E1,1.587468624E0,-2.856063843E-2,-3.273973942E0
4.990456211E1,1.598146915E0,-4.512405396E-2,-3.491750240E0
4.991456501E1,1.609153628E0,-1.523818970E-1,-3.492344856E0
4.992456841E1,1.615464926E0,-1.801748276E-1,-3.866846561E0
4.993457187E1,1.491926312E0,-7.442283630E-2,-4.639485359E0
4.994457467E1,1.217930913E0,2.614278793E-1,-5.507158756E0
4.995457744E1,9.804255962E-1,6.917896271E-1,-5.647437096E0
4.996458064E1,9.300382137E-1,1.172622681E0,-4.941934586E0
4.997458377E1,9.629384279E-1,1.307907104E0,-4.176199913E0
4.998458644E1,1.068150043E0,1.233957291E0,-2.996765375E0
4.999458894E1,1.373501062E0,8.635215759E-1,-1.674183369E0
5.000459181E1,1.979998946E0,8.854293823E-2,-3.336800337E-1
5.001461670E1,2.911086559E0,-8.861770630E-1,2.776055336E-1
5.002464114E1,3.599311352E0,-1.277956009E0,-3.246717453E-1
5.003466560E1,3.953694105E0,-1.155769348E0,-1.088557482E0
5.004469077E1,3.991066933E0,-9.788436890E-1,-1.230572939E0
5.005471607E1,3.712185144E0,-1.063764572E0,-9.818286896E-1
5.006474110E1,3.179887056E0,-1.602370262E0,-5.955680609E-1
5.007476627E1,2.838469505E0,-2.071863174E0,-6.358051300E-2
5.008479187E1,2.619014025E0,-1.968459129E0,5.199384689E-1
5.009481730E1,2.568668604E0,-1.722644806E0,7.408442497E-1
5.010484200E1,2.905562639E0,-1.229892731E0,4.631292820E-1
5.011486667E1,3.533192635E0,-7.192602158E-1,-7.067680359E-3
5.012489183E1,4.150530338E0,-7.189407349E-1,-6.071559191E-1
5.013491697E1,5.377327442E0,-1.322582245E0,-1.374362230E0
5.014494183E1,6.374910831E0,-2.397924423E0,-1.745082974E0
5.015496660E1,6.339857578E0,-2.752337456E0,-1.629361629E0
5.016499156E1,4.989205837E0,-3.012210846E0,-3.063645363E0
5.017501670E1,3.446077347E0,-3.564796448E0,-1.204274178E1
5.018504160E1,4.062897682E0,-2.507180214E0,-1.574710178E1
5.019506663E1,4.043467522E0,-1.525293350E0,-8.755582809E0
5.020509150E1,2.669825077E0,-2.773127556E0,-6.567773819E0
5.021511640E1,7.641490102E-1,-5.237044334E0,-7.167794228E0
5.022514083E1,-9.041444063E-1,-7.293844223E0,-5.429242134E0
5.023516536E1,-1.657940507E0,-9.351807594E0,-1.665245056E0
5.024519033E1,-2.899098635E0,-1.134574127E1,2.877055407E0
5.025521546E1,-4.950773239E0,-1.359346962E1,7.369764805E0
5.026524020E1,-6.877507210E0,-1.528339005E1,1.003697681E1
5.027526486E1,-8.810782433E0,-1.626273727E1,1.009254169E1
5.028529013E1,-1.031387901E1,-1.578210831E1,1.000103569E1
5.029531543E1,-1.211812019E1,-1.403146839E1,6.658216476E0
5.030534026E1,-1.266186523E1,-1.021637535E1,8.107078075E-2
5.031534319E1,-1.259708691E1,-7.418175697E0,-7.221553326E0
5.032534623E1,-1.245524216E1,-4.987260818E0,-8.201940536E0
5.033534939E1,-1.098721409E1,-3.128234863E0,-5.478012562E0
5.034535199E1,-9.710415840E0,-1.446855545E0,-1.547904491E0
5.035535456E1,-8.850967407E0,-1.462802887E-1,1.407003284E0
5.036535762E1,-8.400007248E0,5.822930336E-1,3.514168501E0
5.037536052E1,-7.007218838E0,1.516655922E0,5.362402916E0
5.038536306E1,-5.699964046E0,2.377828121E0,6.421411037E0
5.039536556E1,-5.003830910E0,3.180576801E0,6.556716442E0
5.040536862E1,-4.343818188E0,3.793693066E0,5.562552929E0
5.041537176E1,-3.647740602E0,4.199086189E0,3.796942711E0
5.042537429E1,-2.527282000E0,4.413269997E0,1.790966868E0
5.043537712E1,-1.350532055E0,4.463511467E0,2.102799416E-1
5.044538016E1,-1.600398540E0,3.891679287E0,6.851760149E-1
5.045538316E1,-2.866849661E0,3.161346912E0,3.213152289E-1
5.046538586E1,-5.338758469E0,2.339555264E0,5.885685086E-1
5.047538856E1,-7.461779594E0,2.176484108E0,9.680413604E-1
5.048539146E1,-9.094872475E0,2.466369629E0,1.582705259E0
5.049539429E1,-1.000972080E1,2.888658047E0,2.265325069E0
5.050539652E1,-1.085704899E1,3.306794167E0,3.054088354E0
5.051539855E1,-1.174290848E1,3.577721834E0,4.726111889E0
5.052540112E1,-1.237822151E1,3.680640936E0,5.841520309E0
5.053540349E1,-1.282341766E1,3.782073975E0,6.362744808E0
5.054540559E1,-1.271315384E1,3.657365084E0,5.903792381E0
5.055540752E1,-1.215920162E1,3.307135105E0,4.513883114E0
5.056540969E1,-1.139161110E1,2.825064659E0,2.860485315E0
5.057541175E1,-1.026582336E1,1.947384357E0,1.079581499E0
5.058541318E1,-8.424271584E0,1.773939133E-1,-1.360427380E0
5.059541452E1,-8.273861885E0,2.953295708E-1,-1.378387928E0
5.060541638E1,-1.183635712E0,-6.303870201E0,-9.701671600E0
5.061541828E1,8.919775963E0,-9.606550217E0,-2.280605316E1
5.062542012E1,1.612528229E1,-1.273858166E1,-1.059061623E1
5.063542195E1,1.936551285E1,-1.430865669E1,-4.179428577E0
5.064542415E1,1.964038849E1,-1.398346806E1,-6.520650387E0
5.065542632E1,1.566483307E1,-9.165639877E0,-7.958575249E0
5.066542802E1,6.427359104E0,-4.646121025E0,-6.783791542E0
5.067542972E1,1.170132160E0,-9.442310333E-1,-3.626184464E0
5.068543172E1,-2.005596399E0,8.588676453E-1,-1.609942913E0
5.069543358E1,-5.541169643E0,-2.089125633E0,1.108536005E0
5.070543495E1,-6.883321762E0,-5.793650627E0,2.048055410E0
5.071543608E1,-7.624936581E0,-9.928143501E0,2.043527126E0
5.072543728E1,-8.854729652E0,-1.565601349E1,-6.011877060E-1
5.073543811E1,-6.852352142E0,-1.537598896E1,-1.238827038E1
5.074543855E1,-4.878451824E0,-5.651041985E0,-4.286701679E0
5.075543898E1,-8.490308762E0,-1.617332458E0,3.012963533E0
5.076543991E1,-1.147723389E1,8.681282997E-1,1.037164974E1
5.077544081E1,-1.179559326E1,3.634723663E0,1.138314247E1
5.078544131E1,-1.159474182E1,3.727893829E0,9.144693375E0
5.079544185E1,-1.163870430E1,3.712282181E0,9.098272324E0
5.080544281E1,-1.086809158E1,3.129327774E0,1.205372810E1
5.081544394E1,-1.113926506E1,1.819490433E0,9.079305649E0
5.082544448E1,-1.095419502E1,4.939136505E-1,7.869626999E0
5.083544504E1,-1.098554897E1,-1.265825272E0,7.258144379E0
5.084544598E1,-1.073417664E1,-2.623839378E0,8.094488144E0
5.085544688E1,-1.029478264E1,-3.543399811E0,8.295217514E0
5.086544744E1,-9.650608063E0,-4.581334114E0,6.725030422E0
5.087544804E1,-8.622652054E0,-5.306616783E0,5.254023075E0
5.088544898E1,-7.545861244E0,-5.417629242E0,4.509411812E0
5.089545001E1,-7.400240898E0,-5.330092430E0,4.495062828E0
5.090545274E1,-5.491053104E0,-5.102506638E0,4.798844814E0
5.091545551E1,-4.502007008E0,-4.201442719E0,4.998844624E0
5.092545894E1,-4.072881222E0,-3.150835037E0,5.109992027E0
5.093546237E1,-4.195347786E0,-2.124120712E0,4.765334129E0
5.094546557E1,-4.047125816E0,-1.085862160E0,4.135813713E0
5.095546881E1,-3.824518442E0,-3.519525528E-1,4.723390579E0
5.096547234E1,-3.466494322E0,-1.620140076E-1,4.838527679E0
5.097547597E1,-2.222853184E0,-2.294015884E-1,2.385769367E0
5.098547934E1,-1.451358080E0,3.559970856E-2,6.018027067E-1
5.099548284E1,-1.316373348E0,3.518009186E-1,-3.795739114E-1
5.100548697E1,-1.567930937E0,4.186592102E-1,-6.672948599E-1
5.101549150E1,-1.869087577E0,3.845396042E-1,-5.484411120E-1
5.102549620E1,-1.793911099E0,2.536611557E-1,-5.679776073E-1
5.103550110E1,-1.265703917E0,1.547355652E-1,-1.225645661E0
5.104550660E1,-5.929133892E-1,1.451015472E-1,-2.098755121E0
5.105551230E1,-5.695364475E-1,1.036996841E-1,-2.776956558E0
5.106551767E1,-7.776732445E-1,2.827453613E-2,-3.562328815E0
5.107552324E1,-9.253282547E-1,-2.227973938E-2,-4.244131088E0
5.108552947E1,-7.198002338E-1,-2.241868973E-1,-4.763717651E0
5.109553574E1,-3.128521442E-1,-2.437973022E-1,-5.282706738E0
5.110554174E1,8.760666847E-2,-8.980941772E-2,-5.321861267E0
5.111554780E1,3.357887268E-1,-1.368484497E-1,-4.730978966E0
5.112555427E1,4.700610638E-1,-1.200704575E-1,-4.761079788E0
5.113556077E1,4.029798508E-1,-1.130237579E-1,-3.760410786E0
5.114556677E1,2.957731485E-1,1.696958542E-1,-3.122846127E0
5.115557283E1,1.778392792E-1,1.367425919E-1,-2.670212984E0
5.116557943E1,1.757450104E-1,2.556610107E-2,-1.824780941E0
5.117558607E1,3.226747513E-1,5.924129486E-2,-9.051017761E-1
5.118559253E1,7.503443956E-1,-1.155261993E-1,1.788568497E-2
5.119559896E1,1.474335194E0,-5.774478912E-1,4.703159332E-1
5.120560357E1,2.388210773E0,-1.347939491E0,5.926223993E-1
5.121560830E1,3.263407469E0,-1.961944580E0,2.628583908E-1
5.122561230E1,3.703981638E0,-1.763824463E0,-3.494818211E-1
5.123561636E1,3.858230114E0,-1.101043701E0,-9.852024317E-1
5.124562096E1,3.992196560E0,-8.398456573E-1,-1.105553865E0
5.125562566E1,3.998224497E0,-7.623081207E-1,-6.597595215E-1
5.126563013E1,4.094296932E0,-6.854991913E-1,-3.114558458E-1
5.127563450E1,4.062715054E0,-7.222633362E-1,-3.855646849E-1
5.128563903E1,4.098972321E0,-8.448657990E-1,-7.652220726E-1
5.129564363E1,4.060749054E0,-7.972164154E-1,-1.321674585E0
5.130564786E1,4.062234879E0,-7.892885208E-1,-2.104404688E0
5.131565190E1,4.124103546E0,-7.890548706E-1,-2.106341124E0
5.132565643E1,6.419609547E0,-3.614919662E0,-3.429961443E0
5.133566099E1,7.288570881E0,-3.996920586E0,-2.434465647E0
5.134566509E1,6.852321625E0,-2.418276787E0,-2.491236687E0
5.135566916E1,5.752893448E0,-8.688259125E-1,-4.712916851E0
5.136567336E1,5.245401382E0,-5.366811752E-1,-8.995479584E0
5.137567736E1,5.202452183E0,-1.061811447E-1,-9.180005074E0
5.138568066E1,5.034528732E0,-4.405889511E-1,-6.415596485E0
5.139568396E1,4.566979408E0,-2.713296890E0,-4.904953480E0
5.140568769E1,3.713822603E0,-5.015509605E0,-4.282475471E0
5.141569136E1,1.770608902E0,-7.385941505E0,-3.460609198E0
5.142569463E1,1.398622990E-2,-9.627390862E0,-1.608072519E0
5.143569796E1,-1.929993629E0,-1.277393055E1,8.041179776E-1
5.144570159E1,-4.686281204E0,-1.625499344E1,3.535717249E0
5.145570546E1,-6.921526909E0,-1.845539474E1,5.891361713E0
5.146570899E1,-9.997134209E0,-1.992486572E1,1.002500153E1
5.147571272E1,-1.247932816E1,-1.923190308E1,1.182709312E1
5.148571702E1,-1.415016937E1,-1.562478924E1,8.573914528E0
5.149572156E1,-1.454215050E1,-1.074461269E1,2.539573431E0
5.150572596E1,-1.403775978E1,-7.089060783E0,-4.419190884E0
5.151573019E1,-1.245692253E1,-3.779066086E0,-9.872194290E0
5.152573462E1,-1.050416183E1,-1.249206543E0,-7.868976116E0
5.153573882E1,-9.417012215E0,2.988319397E-1,-3.123809576E0
5.154574226E1,-8.986881256E0,7.511577606E-1,4.033873081E-1
5.155574542E1,-8.326681137E0,1.141983509E0,2.667746782E0
5.156574895E1,-6.918478012E0,1.864002228E0,4.339646816E0
5.157575239E1,-5.598034859E0,2.441659927E0,4.875925064E0
5.158575542E1,-4.676707268E0,2.833935261E0,4.470641136E0
5.159575839E1,-3.967217922E0,2.972237587E0,3.952152967E0
5.160576145E1,-3.365694523E0,3.036243439E0,3.417009354E0
5.161576442E1,-2.494476318E0,3.319411755E0,3.197626352E0
5.162576675E1,-1.796971798E0,3.420864582E0,2.449400425E0
5.163576895E1,-2.064023972E0,2.994389057E0,1.748356462E0
5.164577162E1,-3.518998623E0,2.387169361E0,9.700673223E-1
5.165577428E1,-5.897287369E0,1.751187325E0,4.637591243E-1
5.166577675E1,-7.694222927E0,1.468196392E0,8.901917934E-2
5.167577925E1,-9.254934311E0,1.533685207E0,2.791547775E-1
5.168578225E1,-1.049092102E1,1.876723766E0,9.927654266E-1
5.169578525E1,-1.178965092E1,2.228565216E0,2.945490599E0
5.170578792E1,-1.290209484E1,2.601161003E0,4.587640762E0
5.171579055E1,-1.391640854E1,3.010162354E0,5.596762657E0
5.172579408E1,-1.429554462E1,3.508611441E0,6.227091789E0
5.173579775E1,-1.395556355E1,4.031101227E0,5.850202560E0
5.174580135E1,-1.294400692E1,4.317976952E0,4.679433823E0
5.175580491E1,-1.175591469E1,4.153002739E0,3.434354305E0
5.176580871E1,-1.033203888E1,3.510411263E0,2.148603678E0
5.177581261E1,-7.497891426E0,1.993070126E0,1.509492397E-1
5.178581605E1,-4.927994728E0,2.415761948E-1,-2.019583941E0
5.179581948E1,-2.632144690E0,-3.502985001E0,-5.586771488E0
5.180582338E1,3.072704792E0,-8.368501663E0,-3.321846390E1
5.181582748E1,1.311376572E1,-1.063434887E1,-1.220313263E1
5.182583141E1,1.889479065E1,-1.341227055E1,-3.797054291E-2
5.183583564E1,2.018070221E1,-1.585792160E1,-1.335907340E0
5.184584041E1,1.786054993E1,-1.451641369E1,-7.533621311E0
5.185584548E1,1.235625076E1,-8.420338631E0,-8.972576141E0
5.186585021E1,4.720044613E0,-3.527455330E0,-5.326291084E0
5.187585521E1,8.152894974E-1,-6.550750732E-1,-2.737151146E0
5.188586091E1,-2.309237480E0,6.372957230E-1,-8.714057207E-1
5.189586668E1,-4.465078354E0,-2.811019897E0,7.003654242E-1
5.190587301E1,-5.927350044E0,-6.054058075E0,1.469057322E0
5.191587931E1,-6.272088528E0,-1.167457676E1,4.208956242E0
5.192588608E1,-5.787144661E0,-1.599095726E1,4.223838806E0
5.193589294E1,-3.150486946E0,-1.149946499E1,1.295336723E0
5.194589947E1,-4.466212273E0,-3.107048988E0,8.426175117E-1
5.195590597E1,-8.662871361E0,1.959493637E0,1.276518703E0
5.196591297E1,-1.020238495E1,5.501976967E0,1.376481891E0
5.197592007E1,-1.259595966E1,6.669674873E0,2.453106880E0
5.198592697E1,-1.421325111E1,4.014371872E0,-1.131746650E0
5.199593394E1,-1.388555050E1,8.166255951E-1,1.878381014E0
5.200594111E1,-1.309773827E1,7.837834358E-1,5.492123127E0
5.201594831E1,-1.352979469E1,-1.721773148E-1,8.086024284E0
5.202595464E1,-1.374378777E1,-2.874960899E0,9.518193245E0
5.203596084E1,-1.394501114E1,-5.671008110E0,1.161455059E1
5.204596747E1,-1.299221039E1,-6.730984688E0,1.068438721E1
5.205597400E1,-1.136819267E1,-5.839232445E0,7.613409042E0
5.206598014E1,-9.697227478E0,-4.389617920E0,4.525191307E0
5.207598617E1,-8.584522247E0,-3.395979881E0,1.657932043E0
5.208599237E1,-7.664603233E0,-2.825886726E0,6.014415026E-1
5.209599844E1,-6.531070709E0,-2.415272713E0,3.818880320E-1
5.210600400E1,-5.829020500E0,-1.776939392E0,8.334685564E-1
5.211600950E1,-5.047674179E0,-8.406972885E-1,1.607563257E0
5.212601570E1,-4.353234768E0,2.080821991E-2,2.251811028E0
5.213602194E1,-3.858074427E0,4.839553833E-1,2.333044529E0
5.214602804E1,-3.499434710E0,7.826929092E-1,2.407415390E0
5.215603407E1,-3.208567381E0,5.288581848E-1,2.511062145E0
5.216604034E1,-3.107398272E0,-8.316020966E-1,6.080053329E0
5.217604644E1,-1.683648109E0,-1.737885475E0,4.220138073E0
5.218605180E1,-3.535838127E-1,-1.545783043E0,5.575222373E-1
5.219605710E1,-4.847192764E-2,-7.011165619E-1,-1.430664182E0
5.220606203E1,-4.337990284E-1,-1.726837158E-1,-2.390574694E0
5.221606703E1,-9.789854288E-1,5.862426758E-2,-2.753693581E0
5.222607143E1,-1.180222631E0,-4.676818848E-2,-2.559211254E0
5.223607577E1,-7.911783457E-1,-3.692150116E-1,-9.218158722E-1
5.224608030E1,2.146112919E-1,-5.436286926E-1,4.861152172E-2
5.225608483E1,1.612528086E0,-5.475044250E-2,-9.307087660E-1
