"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.787238809E2,-9.465165138E0,-3.634119034E0,2.395338535E0
4.787339013E2,-7.730973244E0,-2.051443100E0,1.662402511E0
4.787439219E2,-6.594722748E0,-8.798685074E-1,1.752039552E0
4.787539434E2,-5.862222195E0,4.503345490E-2,3.303519011E0
4.787639650E2,-4.990269184E0,1.089813709E0,4.708170414E0
4.787739862E2,-4.035213947E0,1.708916187E0,5.564027786E0
4.787840072E2,-2.698484421E0,2.309828281E0,6.388162136E0
4.787940288E2,-1.323785305E0,2.776808739E0,6.744528294E0
4.788040504E2,1.126533031E0,3.134944916E0,6.224056244E0
4.788140713E2,3.107027531E0,2.952137470E0,3.821396589E0
4.788240923E2,4.567324162E0,2.316261768E0,5.463349819E-2
4.788341135E2,3.346474171E0,1.100878716E0,-1.310092926E0
4.788441348E2,2.230868340E-1,-1.046676636E-1,-3.155902386E0
4.788541555E2,-2.801930428E0,-1.059829712E0,-3.333280563E0
4.788641763E2,-4.678127766E0,-1.305366516E0,-1.552147627E0
4.788741978E2,-5.935738564E0,-1.121381760E0,3.614362478E-1
4.788842196E2,-6.993133545E0,-7.455062866E-1,1.880412817E0
4.788942412E2,-7.863044739E0,-1.755075455E-1,3.894232750E0
4.789042631E2,-9.078341484E0,5.139536858E-1,5.526303768E0
4.789142855E2,-1.029017067E1,1.426038265E0,5.797763824E0
4.789243079E2,-1.111611938E1,2.340077877E0,5.858760834E0
4.789343297E2,-1.175458145E1,2.960152626E0,5.879477978E0
4.789443516E2,-1.186346817E1,3.440889835E0,5.041795731E0
4.789543741E2,-1.146210098E1,3.625826836E0,4.081313133E0
4.789643966E2,-1.060485554E1,3.606870174E0,3.401383877E0
4.789744189E2,-9.437120438E0,3.269074917E0,2.362378597E0
4.789844413E2,-8.041192055E0,2.651162148E0,1.186981559E0
4.789944641E2,-6.143748283E0,2.032797337E0,4.374098778E-1
4.790044868E2,-3.107192278E0,1.485796928E0,-6.915209293E-1
4.790145091E2,-5.177183151E-1,6.515922546E-1,-2.016793489E0
4.790245314E2,2.895276546E0,-5.998330116E-1,-3.052299738E0
4.790345542E2,5.794442654E0,-2.551472664E0,-3.166020632E0
4.790445772E2,8.285531998E0,-4.191205502E0,-1.877917528E0
4.790545999E2,1.014105892E1,-5.275609970E0,-3.608822823E-2
4.790646226E2,1.013519478E1,-5.445305347E0,1.642597795E0
4.790746460E2,7.294825554E0,-4.461350441E0,2.386366844E0
4.790846694E2,3.328830719E0,-3.543411255E0,2.162241220E0
4.790946923E2,8.201084137E-1,-2.034064293E0,1.758574605E0
4.791047156E2,-3.650293350E-1,-1.060004234E0,1.657700539E0
4.791147395E2,-9.626817703E-1,-2.709159851E-1,2.083332539E0
4.791247635E2,-7.114331722E-1,-6.485557556E-2,2.401669502E0
4.791347874E2,1.359543800E-1,-1.047244072E0,2.328609467E0
4.791448113E2,1.293350697E0,-4.690670967E0,3.208861113E0
4.791548357E2,1.608504772E0,-1.014495373E1,3.155425072E0
4.791648601E2,2.525078773E0,-1.830404472E1,-1.738669157E0
4.791748839E2,3.421896458E0,-1.634233665E1,-2.403105736E0
4.791849077E2,-2.975058556E-1,-6.948650360E0,-4.874956608E0
4.791949321E2,-6.805529594E0,2.694540024E-1,-8.349411964E0
4.792049562E2,-1.279360199E1,4.797426701E0,-1.746419716E1
4.792149796E2,-1.705530739E1,4.283084869E0,-8.139013290E0
4.792250032E2,-1.919691086E1,3.636717319E0,-2.867991924E0
4.792350271E2,-1.876326752E1,1.688523293E0,1.402526379E0
4.792450509E2,-1.635002708E1,-7.203960419E-2,7.594281197E0
4.792550741E2,-1.204427242E1,-1.064161301E0,1.263568020E1
4.792650974E2,-9.553647041E0,-1.595329285E0,1.229657555E1
4.792751212E2,-7.778250694E0,-3.880235672E0,1.046150970E1
4.792851450E2,-6.586822510E0,-5.758008003E0,8.814837456E0
4.792951686E2,-5.696649075E0,-6.171604156E0,7.929612160E0
4.793051922E2,-4.768884182E0,-5.035364151E0,8.117730141E0
4.793152162E2,-3.912066460E0,-4.157360077E0,6.941814899E0
4.793252403E2,-3.674238682E0,-4.053860664E0,5.101459503E0
4.793352640E2,-3.248895407E0,-4.293023109E0,4.136581898E0
4.793452877E2,-2.781188250E0,-4.792535782E0,3.371985912E0
4.793553119E2,-2.020156622E0,-4.685904503E0,2.812083483E0
4.793653360E2,-1.053653240E0,-4.391368866E0,5.502778530E0
4.793753598E2,3.992922306E-1,-3.735541344E0,8.468205452E0
4.793853837E2,1.814342737E0,-2.403489113E0,3.201623917E0
4.793954079E2,2.543007612E0,-1.144172668E0,-1.693856716E-1
4.794054321E2,2.226429701E0,2.810935974E-1,-9.708067179E-1
4.794154559E2,1.347037077E0,1.309766769E0,-3.122633696E-2
4.794254798E2,8.994715214E-1,1.639608383E0,6.921808720E-1
4.794355043E2,1.299498558E0,1.774225712E0,-4.897399545E-1
4.794455287E2,1.989637613E0,1.965730667E0,-2.100591183E0
4.794555528E2,2.172730446E0,2.015641212E0,-2.983779192E0
4.794655769E2,2.022767067E0,2.007251740E0,-3.518984318E0
4.794756010E2,1.681404114E0,1.904719830E0,-4.118535519E0
4.794856250E2,1.350942731E0,1.757323742E0,-4.523262978E0
4.794956481E2,1.127141953E0,1.831915855E0,-4.511892319E0
4.795056714E2,8.779020905E-1,1.949859142E0,-4.083857536E0
4.795156954E2,9.736910462E-1,1.706967354E0,-3.523997784E0
4.795257191E2,9.023252726E-1,1.342980385E0,-2.648495197E0
4.795357422E2,6.581975222E-1,1.073173523E0,-1.816995144E0
4.795457653E2,3.271845579E-1,7.968626022E-1,-1.013126612E0
4.795557887E2,1.591753960E-2,6.044359207E-1,-2.538064122E-1
4.795658118E2,-2.714015543E-1,6.346082687E-1,7.322580814E-1
4.795758341E2,-3.846385479E-1,9.422674179E-1,1.556546211E0
4.795858563E2,-6.236642599E-1,1.002944946E0,2.883534193E0
4.795958787E2,-7.655462027E-1,8.260402679E-1,3.540887356E0
4.796059010E2,-1.063783884E0,5.238437653E-1,3.547243118E0
4.796159226E2,-1.402758956E0,2.110805511E-1,3.930694103E0
4.796259440E2,-1.578189135E0,7.192420959E-2,4.168005466E0
4.796359655E2,-1.191356659E0,1.632404327E-1,4.409956455E0
4.796459868E2,-8.261463642E-1,2.406139374E-1,4.310414791E0
4.796560074E2,-7.766549587E-1,2.153520584E-1,3.330957413E0
4.796660279E2,-8.381547928E-1,5.210113525E-2,2.321621656E0
4.796760487E2,-9.875568748E-1,-4.325494766E-1,1.565906525E0
4.796860906E2,-9.858280420E-1,-1.659424782E0,1.976193070E0
4.796961319E2,-1.156081200E0,-3.162218094E0,9.918056726E-1
4.797061728E2,-7.289217710E-1,-3.360320091E0,-1.736942530E0
4.797162138E2,1.217827722E-1,-2.962500572E0,-3.823363066E0
4.797262544E2,7.609963417E-1,-2.491587639E0,-4.408816338E0
4.797362941E2,1.348090887E0,-1.971101761E0,-4.541989326E0
4.797463335E2,1.669192076E0,-1.648194313E0,-6.115519524E0
4.797563733E2,2.375834942E0,-1.343470573E0,-7.364412308E0
4.797664128E2,3.361426115E0,-9.504852295E-1,-6.446734428E0
4.797764519E2,4.004445553E0,-1.224088669E0,-4.453168392E0
4.797864908E2,4.501842022E0,-2.122211456E0,-2.240414619E0
4.797965301E2,5.200346470E0,-3.589636803E0,-1.010923028E0
4.798065693E2,6.533618927E0,-4.184707642E0,3.583037853E-1
4.798166078E2,7.433268547E0,-3.376858711E0,1.317770123E0
4.798266465E2,8.028226852E0,-2.570116043E0,1.488728642E0
4.798366859E2,8.326181412E0,-1.720874786E0,4.435166121E-1
4.798467253E2,7.746438980E0,-1.405480385E0,-1.101449132E0
4.798567644E2,6.616245270E0,-1.956815720E0,-3.238589287E0
4.798668035E2,5.742833614E0,-2.304962158E0,-5.654750824E0
4.798768431E2,4.342643738E0,-1.831093788E0,-5.627839088E0
4.798868828E2,3.225827456E0,-1.569208145E0,-3.482667923E0
4.798969217E2,1.970405102E0,-2.427286148E0,-2.513129711E0
4.799069610E2,6.770236492E-1,-3.855822563E0,-2.652389765E0
4.799170010E2,-7.441669703E-1,-5.156042099E0,-2.308698416E0
4.799270408E2,-2.581696987E0,-7.074646950E0,-1.547615886E0
4.799370802E2,-4.178525448E0,-8.707335472E0,-3.373515606E-1
4.799471197E2,-6.063363075E0,-1.018952942E1,1.703787208E0
4.799571595E2,-7.918422699E0,-1.083189106E1,3.378099918E0
4.799671992E2,-9.578164101E0,-1.098202991E1,4.877168655E0
4.799772384E2,-1.067819595E1,-1.006141281E1,5.871949673E0
4.799872562E2,-1.100089169E1,-8.108791351E0,5.461544991E0
4.799972749E2,-1.078123379E1,-5.930949211E0,4.747839451E0
4.800072937E2,-1.014943600E1,-3.926259041E0,4.044468880E0
4.800173122E2,-8.514513016E0,-2.015183449E0,3.044986725E0
4.800273309E2,-7.147141457E0,-6.380691528E-1,2.639899015E0
4.800373503E2,-6.172698975E0,3.442544937E-1,2.184218645E0
4.800473697E2,-5.347093582E0,9.904074669E-1,1.932007432E0
4.800573886E2,-4.700790882E0,1.167117596E0,2.119827032E0
4.800674075E2,-4.120718479E0,1.220856190E0,2.082860231E0
4.800774269E2,-3.490161896E0,1.349131584E0,2.662902355E0
4.800874461E2,-1.512722969E0,1.707046986E0,3.012897491E0
4.800974648E2,4.391956329E-2,2.020991325E0,3.160363197E0
4.801074834E2,1.179891109E0,1.751134396E0,1.777178049E0
4.801175021E2,1.225031853E0,1.558095455E0,7.150620222E-1
4.801275207E2,3.232097626E-2,1.335358620E0,-2.674434185E-1
4.801375386E2,-2.597477674E0,6.165590286E-1,-6.525514126E-1
4.801475564E2,-4.852505684E0,1.916894913E-1,-1.749165058E-1
4.801575749E2,-6.279579163E0,2.265071869E-2,9.185101986E-1
4.801675934E2,-7.409048557E0,1.324100494E-1,2.533626080E0
4.801776116E2,-8.238070488E0,6.029911041E-1,4.431334496E0
4.801876298E2,-8.838197708E0,1.225798130E0,5.606480598E0
4.801976483E2,-9.385587692E0,1.832076073E0,6.618462563E0
4.802076665E2,-9.792531967E0,2.593033791E0,7.035984993E0
4.802176839E2,-1.024536896E1,3.294121265E0,7.125776768E0
4.802277015E2,-1.039003754E1,3.930770159E0,6.817829132E0
4.802377197E2,-1.017025566E1,4.401641846E0,5.713670731E0
4.802477379E2,-9.575927734E0,4.555470467E0,4.492748260E0
4.802577558E2,-8.810125351E0,4.422327042E0,2.999160051E0
4.802677737E2,-7.163765907E0,3.793183327E0,1.069807529E0
4.802777920E2,-5.163793564E0,2.909766674E0,-8.796622753E-1
4.802878102E2,-1.716680288E0,1.586585522E0,-2.705747128E0
4.802978277E2,3.051234245E0,-3.090758324E-1,-3.747971296E0
4.803078451E2,9.966667175E0,-3.145386696E0,-2.822065830E0
4.803178632E2,1.421611595E1,-6.202002048E0,3.247277737E-1
4.803278812E2,1.568755341E1,-8.525653839E0,6.221837997E-1
4.803378988E2,1.281583405E1,-8.890687943E0,-2.909060001E0
4.803479164E2,7.310498714E0,-6.153872490E0,-5.153602600E0
4.803579343E2,3.259585857E0,-3.653454781E0,-4.649705887E0
4.803679523E2,1.031728745E0,-1.918665886E0,-3.160969019E0
4.803779699E2,-9.291176796E-1,-5.223779678E-1,-9.116306305E-1
4.803879876E2,-2.087548018E0,5.974707603E-1,1.067898750E0
4.803980062E2,-2.220596313E0,1.886253357E-1,2.270048618E0
4.804080249E2,-2.313206196E0,-2.204785347E0,3.506783724E0
4.804180433E2,-2.518048286E0,-4.918214798E0,5.162482262E0
4.804280617E2,-3.104515791E0,-1.092715836E1,7.919938087E0
4.804380804E2,-2.775548458E0,-1.723688126E1,5.494047165E0
4.804480992E2,-1.520651102E0,-1.398802662E1,-3.682782173E0
4.804581173E2,-5.782026291E0,-4.795605659E0,-9.693580627E0
4.804681355E2,-1.161596870E1,2.533290386E0,-1.755075645E1
4.804781542E2,-1.565371418E1,4.312390804E0,-1.148100471E1
4.804881729E2,-1.701185226E1,3.695175648E0,9.594750404E-2
4.804981916E2,-1.631629181E1,1.730022907E0,3.178225994E0
4.805082103E2,-1.434857368E1,2.614593506E-1,5.176564217E0
4.805182296E2,-1.092560005E1,-6.745605469E-1,1.006362915E1
4.805282488E2,-8.688373566E0,-5.578479767E-1,1.209187603E1
4.805382676E2,-6.893818855E0,-1.203398705E0,1.028705502E1
4.805482863E2,-6.196682930E0,-2.446093559E0,8.695176125E0
4.805583054E2,-5.284161091E0,-3.339444160E0,7.706976414E0
4.805683246E2,-4.424202919E0,-3.517374039E0,7.095167160E0
4.805783436E2,-3.747290850E0,-3.367049217E0,6.548980713E0
4.805883627E2,-3.473827839E0,-3.349388123E0,5.744367599E0
4.805983822E2,-3.075973749E0,-3.677935600E0,4.700562477E0
4.806084019E2,-2.756642103E0,-4.334465027E0,3.695387840E0
4.806184212E2,-2.386733532E0,-4.658418655E0,3.536523581E0
4.806284405E2,-1.463203192E0,-4.604310989E0,5.834378242E0
4.806384602E2,1.887159348E-1,-3.237566948E0,4.858850002E0
4.806484799E2,1.422153473E0,-1.555096626E0,1.979765654E0
4.806584993E2,1.801449299E0,2.618789673E-2,9.157973528E-1
4.806685185E2,1.433395505E0,1.378218651E0,8.378063440E-1
4.806785380E2,6.558541059E-1,1.932701588E0,9.949527383E-1
4.806885576E2,3.242310286E-1,1.853009701E0,2.029845715E-1
4.806985764E2,2.441642284E-1,1.710690498E0,-1.068037748E0
4.807085952E2,2.244739532E-1,1.486701965E0,-2.300964832E0
4.807186147E2,5.793857574E-2,1.105916023E0,-3.344606161E0
4.807286343E2,-6.412386894E-2,6.193094254E-1,-3.995782375E0
4.807386537E2,-1.499855518E-1,-3.494739532E-2,-4.456009865E0
4.807486732E2,-4.339158535E-2,-1.082878113E-1,-4.401131153E0
4.807586933E2,3.087303638E-1,1.679258347E-1,-3.771826267E0
4.807687138E2,5.346824527E-1,6.786861420E-1,-2.607770205E0
4.807787339E2,7.551414371E-1,8.872413635E-1,-1.779360652E0
4.807887542E2,8.354252577E-1,1.293945312E0,-7.915414572E-1
4.807987753E2,7.554954290E-1,1.453408241E0,-3.686872125E-2
4.808087964E2,7.348809838E-1,1.588263512E0,7.581242919E-1
4.808188170E2,6.742435098E-1,1.837605953E0,1.936937928E0
4.808288376E2,4.686475992E-1,1.885557175E0,2.909850121E0
4.808388588E2,1.118996739E-1,1.741614342E0,3.403724194E0
4.808488800E2,-2.705152631E-1,1.269488335E0,3.435729504E0
4.808589008E2,-6.100317240E-1,6.011590958E-1,3.729243994E0
4.808689218E2,-9.507911801E-1,8.367538452E-2,3.823680401E0
4.808789433E2,-9.187164307E-1,-3.263330460E-1,2.977726936E0
4.808889648E2,-7.489767075E-1,-3.781185150E-1,2.255338669E0
4.808989876E2,-4.744147360E-1,-2.448616028E-1,1.736085534E0
4.809090109E2,-3.575417399E-1,-2.761554718E-2,1.057594061E0
4.809190343E2,-3.899751008E-1,2.904930115E-1,6.474789977E-1
4.809290578E2,-3.803611994E-1,3.773279190E-1,7.777794600E-1
4.809390812E2,-3.635951281E-1,-2.535438538E-2,9.149778485E-1
4.809491046E2,-3.485255837E-1,-1.172095299E0,6.512211561E-1
4.809591293E2,-1.960654408E-1,-2.427710533E0,-3.104454279E-1
4.809691543E2,1.265657395E-1,-3.101209641E0,-1.530239820E0
4.809791792E2,5.922233462E-1,-3.024606705E0,-2.384227514E0
4.809892043E2,1.068104506E0,-2.587352753E0,-3.238942146E0
4.809992300E2,1.505917311E0,-2.050087929E0,-3.770152569E0
4.810092558E2,2.186630249E0,-1.417516708E0,-4.220315933E0
4.810192812E2,3.041103125E0,-1.014078140E0,-4.463159561E0
4.810293065E2,3.868455172E0,-8.946361542E-1,-4.067744255E0
4.810393323E2,4.622107983E0,-1.102437019E0,-3.231593132E0
4.810493581E2,5.392922401E0,-1.452645302E0,-2.329920769E0
4.810593833E2,6.413337231E0,-2.134338379E0,-1.522056460E0
4.810694083E2,7.647924423E0,-2.947365761E0,-9.813643694E-1
4.810794335E2,9.101516724E0,-2.788701057E0,-1.322959661E-1
4.810894583E2,9.962358475E0,-2.032462120E0,1.137526989E0
4.810994824E2,9.764791489E0,-1.576078415E0,1.274846435E0
4.811095065E2,7.526298046E0,-1.526921272E0,-6.275245547E-1
4.811195314E2,4.968033791E0,-2.097823143E0,-4.560688019E0
4.811295563E2,3.429034948E0,-2.836740494E0,-7.938551426E0
4.811395811E2,1.229178667E0,-3.797442436E0,-2.694520950E0
4.811496061E2,1.028404593E0,-3.773685455E0,-2.474326849E0
4.811596316E2,7.852678299E-1,-3.756769180E0,-2.200700998E0
4.811696571E2,-1.040161490E0,-5.363595963E0,-2.467992306E0
4.811796819E2,-2.365812063E0,-7.423448563E0,-2.233164787E0
4.811897069E2,-3.588231325E0,-9.340566635E0,-6.853735447E-1
4.811997308E2,-5.020071030E0,-1.044159603E1,1.565957546E0
4.812097542E2,-6.523662090E0,-1.069621944E1,3.865510702E0
4.812197772E2,-7.716668129E0,-1.031088924E1,5.538002014E0
4.812298004E2,-8.899885178E0,-9.768571854E0,6.245512009E0
4.812398239E2,-1.012174320E1,-8.854755402E0,5.835454464E0
4.812498474E2,-1.090137482E1,-7.643943787E0,4.552952766E0
4.812598699E2,-1.048973274E1,-5.723073006E0,2.720391750E0
4.812698923E2,-9.650276184E0,-4.156276703E0,1.354472876E0
4.812799151E2,-9.845400810E0,-4.227603912E0,1.317116022E0
4.812899378E2,-7.213896275E0,-1.489260674E0,9.539771080E-1
4.812999600E2,-6.737613678E0,-6.007947922E-1,1.430016398E0
4.813099822E2,-6.303882599E0,1.229085922E-1,2.151501179E0
4.813200049E2,-5.919701099E0,5.915040970E-1,2.966241121E0
4.813300276E2,-5.416982651E0,1.307910919E0,3.422605515E0
4.813400498E2,-4.892055511E0,1.671207905E0,3.504262447E0
4.813500719E2,-3.891131639E0,2.318831444E0,3.468437672E0
4.813600945E2,-2.597923756E0,2.790173054E0,2.088469267E0
4.813701169E2,-8.276491165E-1,3.219798565E0,5.661994219E-1
4.813801388E2,2.028965950E-1,2.935794830E0,-1.206564903E0
4.813901609E2,-2.346410751E-1,2.020854950E0,-1.653908849E0
4.814001833E2,-2.085382462E0,1.023690224E0,-1.382740378E0
4.814102056E2,-3.963409424E0,2.164340019E-1,-7.545244694E-2
4.814202273E2,-5.799024105E0,-2.013940811E-1,1.525574207E0
4.814302489E2,-7.091784477E0,1.222705841E-2,2.371742725E0
4.814402707E2,-7.976093292E0,6.503953934E-1,2.885619164E0
4.814502923E2,-8.423452377E0,1.472227097E0,3.470026970E0
4.814603133E2,-9.001310349E0,2.209218979E0,4.423903942E0
4.814703342E2,-9.451155663E0,2.649597645E0,5.166282654E0
4.814803555E2,-9.960805893E0,2.939199448E0,6.152640343E0
4.814903768E2,-1.004752159E1,3.483141899E0,6.586041451E0
4.815003972E2,-9.662733078E0,3.991249800E0,6.029826164E0
4.815104176E2,-8.783590317E0,4.402486801E0,4.580909729E0
4.815204384E2,-7.797418594E0,4.591647625E0,3.406975985E0
4.815304590E2,-5.919425964E0,4.434123993E0,2.015986204E0
4.815404792E2,-4.044676304E0,3.951637030E0,6.037940979E-1
4.815504993E2,-1.113395691E0,3.153826714E0,-1.741196632E0
4.815605195E2,2.647437572E0,1.387438774E0,-3.168232679E0
4.815705396E2,7.672632217E0,-1.302874565E0,-3.635898829E0
4.815805592E2,1.241244984E1,-5.280036926E0,-2.226101875E0
4.815905788E2,1.372609138E1,-8.355386734E0,-1.664253235E0
4.816005990E2,1.096078300E1,-9.781563759E0,-4.213530540E0
4.816106190E2,5.452325344E0,-7.922287941E0,-6.465301514E0
4.816206383E2,1.476086140E0,-5.106173515E0,-5.677789688E0
4.816306573E2,-3.629813194E-1,-3.299387932E0,-4.461711884E0
4.816406765E2,-1.650079966E0,-1.912870407E0,-1.771732807E0
4.816506955E2,-2.780924797E0,-6.775035858E-1,1.028168201E0
4.816607139E2,-3.382236481E0,1.266336441E-1,2.339637756E0
4.816707323E2,-3.467496157E0,-1.143894196E0,2.075493813E0
4.816807512E2,-2.980971336E0,-4.418460846E0,2.199825287E0
4.816907701E2,-1.328560114E0,-9.634694099E0,2.781309128E0
4.817007885E2,-5.819563866E-1,-1.540676117E1,2.675882816E0
4.817108068E2,8.229303360E-1,-1.530234146E1,-2.144517899E-1
4.817208254E2,-1.185721636E0,-4.301056862E0,-1.195799828E0
4.817308437E2,-5.508780003E0,2.605618000E0,2.736402512E0
4.817408615E2,-8.683968544E0,5.834153175E0,6.192839622E0
4.817508791E2,-1.215764999E1,9.206930161E0,-1.444954872E0
4.817608971E2,-1.458863068E1,4.234577656E0,-6.705722809E0
4.817709149E2,-1.542640018E1,2.432322502E-1,-5.659990311E0
4.817809324E2,-1.495825386E1,-3.100070953E0,1.448838711E0
4.817909498E2,-1.272318840E1,-4.185922623E0,7.065487862E0
4.818009674E2,-1.034891129E1,-3.667828560E0,8.660550117E0
4.818109849E2,-8.718941689E0,-4.075805664E0,8.547718048E0
4.818210018E2,-6.932748795E0,-5.107540131E0,7.768803596E0
4.818310186E2,-5.531831264E0,-5.710440636E0,6.481732368E0
4.818410359E2,-4.571007729E0,-5.589628220E0,5.848648071E0
4.818510531E2,-3.767654181E0,-5.081510544E0,5.263406277E0
4.818610698E2,-3.223978043E0,-4.831141472E0,4.659746647E0
4.818710865E2,-3.006670952E0,-4.723377228E0,4.649105072E0
4.818811032E2,-1.748924494E0,-4.243096352E0,3.337521791E0
4.818911196E2,-6.657245159E-1,-3.467658997E0,2.579564571E0
4.819011355E2,1.501731873E-1,-2.860290527E0,2.791728497E0
4.819111513E2,7.032096386E-1,-2.116308212E0,3.099708557E0
4.819211678E2,1.403072596E0,-7.763090134E-1,2.455201149E0
4.819311842E2,1.968239784E0,5.419015884E-1,1.563468695E0
4.819412004E2,2.121195793E0,1.736121655E0,1.146311164E0
4.819512164E2,2.154419661E0,2.489569664E0,7.779927850E-1
4.819612329E2,1.850516677E0,2.790464401E0,4.556838870E-1
4.819712494E2,1.356993079E0,2.631702423E0,1.613888144E-1
4.819812653E2,8.851132393E-1,2.218045712E0,-3.531704843E-1
4.819912813E2,5.035200119E-1,1.656838417E0,-1.044902444E0
4.820012980E2,1.371760368E-1,1.139678001E0,-1.912176132E0
4.820113146E2,-2.702256441E-1,8.518943787E-1,-2.668469906E0
4.820213309E2,-7.262693644E-1,9.616127014E-1,-2.864591599E0
4.820313474E2,-1.107522488E0,1.162878036E0,-2.707340479E0
4.820413641E2,-1.481806159E0,1.391748428E0,-2.305184126E0
4.820513810E2,-1.771411180E0,1.593795776E0,-1.800486445E0
4.820613972E2,-1.888717890E0,1.688215256E0,-1.311095476E0
4.820714135E2,-1.761443853E0,1.625110626E0,-7.915080786E-1
4.820814303E2,-1.586994886E0,1.426423073E0,-1.909463555E-1
4.820914472E2,-1.584138393E0,1.038663864E0,5.427905321E-1
4.821014639E2,-2.231591702E0,3.539142609E-1,1.154226184E0
4.821114807E2,-2.468576908E0,-1.151266098E-1,1.606134653E0
4.821214980E2,-2.472749710E0,-3.267107010E-1,1.579519629E0
4.821315155E2,-2.359376431E0,-4.070138931E-1,1.650655270E0
4.821415325E2,-2.069476604E0,-3.370981216E-1,1.754484653E0
4.821515494E2,-1.642944813E0,-1.243114471E-2,2.300441504E0
4.821615668E2,-1.217793465E0,2.331018448E-1,3.228344917E0
4.821715841E2,-7.349821329E-1,5.126562119E-1,4.921807766E0
4.821816012E2,-9.799018502E-2,8.172035217E-1,4.276077271E0
4.821916184E2,4.651362598E-1,5.778293610E-1,3.766340494E0
4.822016356E2,1.047724247E0,-1.390600204E-1,2.816108465E0
4.822116530E2,1.762757778E0,-7.894477844E-1,2.247699499E0
4.822216699E2,2.196151257E0,-2.412807465E0,3.065826893E0
4.822316871E2,2.699653387E0,-3.782921791E0,1.683056474E0
4.822417048E2,3.855445147E0,-3.851105690E0,-1.601457953E0
4.822517226E2,4.648197174E0,-3.356122017E0,-3.042114258E0
4.822617400E2,5.092970848E0,-2.674304008E0,-3.009381294E0
4.822717575E2,5.405987740E0,-2.276368141E0,-3.224470615E0
4.822817754E2,5.817194462E0,-1.906668663E0,-5.443066120E0
4.822917932E2,6.372068405E0,-1.416484833E0,-7.489500046E0
4.823018103E2,6.892880440E0,-1.426366806E0,-7.163971901E0
4.823118276E2,7.229740620E0,-1.951210976E0,-6.571646690E0
4.823218453E2,7.902760029E0,-2.740472794E0,-6.266941071E0
4.823318631E2,9.124158859E0,-3.953177452E0,-5.231489182E0
4.823418804E2,9.712136269E0,-4.113449097E0,-3.156239986E0
4.823518979E2,9.031755447E0,-3.748602867E0,-7.311509848E-1
4.823619159E2,7.114090443E0,-3.460171700E0,-3.731026649E-1
4.823719339E2,4.748932362E0,-3.649174690E0,-2.473805904E0
4.823819514E2,3.059919119E0,-3.987331390E0,-4.070341587E0
4.823919689E2,2.168273211E0,-3.636297226E0,-2.928827763E0
4.824019870E2,1.727044702E0,-3.157524109E0,-1.208172798E0
4.824120053E2,1.122178078E0,-3.468119621E0,-9.309206605E-1
4.824220233E2,2.452150583E-1,-4.603880882E0,-1.250996113E0
4.824320411E2,-8.526512384E-1,-5.855237961E0,-5.761170983E-1
4.824420594E2,-2.758773565E0,-7.593821526E0,9.841805696E-1
4.824520779E2,-4.546261787E0,-8.745736122E0,2.646889925E0
4.824620962E2,-6.272584915E0,-9.280735016E0,4.172570229E0
4.824721148E2,-7.747303963E0,-9.108688354E0,6.257121086E0
4.824821344E2,-9.178517342E0,-8.728306770E0,8.100792885E0
4.824921541E2,-1.031379700E1,-7.893366814E0,9.126602173E0
4.825021736E2,-1.078701305E1,-6.515099525E0,7.881365776E0
4.825121933E2,-1.051973343E1,-4.671242714E0,5.258766174E0
4.825222131E2,-9.754354477E0,-2.932675362E0,2.616228819E0
4.825322328E2,-8.416818619E0,-1.351249695E0,-5.446463823E-1
4.825422520E2,-6.940750599E0,-4.074096680E-2,-1.746120214E0
4.825522714E2,-5.815204144E0,4.832191467E-1,-8.399140835E-1
4.825622913E2,-5.470165730E0,6.410121918E-1,5.469809771E-1
4.825723113E2,-5.144996643E0,7.724208832E-1,1.272131920E0
4.825823311E2,-4.887239933E0,1.374939442E0,2.987219095E0
4.825923510E2,-4.628978729E0,2.185314178E0,4.856900692E0
4.826023715E2,-3.749365330E0,2.834673882E0,5.376718998E0
4.826123919E2,-2.148359537E0,3.161639690E0,5.092589855E0
4.826224118E2,1.065802574E-1,3.257225513E0,4.449052811E0
4.826324317E2,1.553163528E0,2.837674141E0,2.121618032E0
4.826424523E2,2.109637737E0,1.794123650E0,-2.718198299E-2
4.826524728E2,1.013022423E0,7.944145203E-1,-8.411481380E-1
4.826624932E2,-1.033567667E0,1.930055618E-1,-1.443046570E0
4.826725137E2,-3.664939642E0,-7.974405289E-1,-1.617293715E0
4.826825345E2,-5.424947739E0,-1.204744339E0,-8.847696781E-1
4.826925771E2,-6.936122894E0,-1.313309669E0,9.583188295E-1
4.827026189E2,-8.048201561E0,-1.160703659E0,2.872186899E0
4.827126604E2,-8.724812508E0,-8.902826309E-1,4.665064812E0
4.827227022E2,-9.487370491E0,-4.176063538E-1,6.331981182E0
4.827327439E2,-1.017600632E1,2.402491570E-1,6.591351509E0
4.827427852E2,-1.066275024E1,9.670343399E-1,6.690789223E0
4.827528265E2,-1.060714149E1,2.220578194E0,6.111921787E0
4.827628679E2,-9.933068275E0,3.395351887E0,4.662473679E0
4.827729093E2,-9.053831100E0,4.142853737E0,3.019267082E0
4.827829500E2,-8.009626389E0,4.503820419E0,1.659948707E0
4.827929906E2,-6.522782803E0,4.466183662E0,1.037309170E-1
