"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.119598248E2,6.498239547E1,2.552025176E1,1.852117181E1,1.100000024E0,2.021999969E2,2.500000000E0,3.000000000E0
2.129412332E2,6.498238348E1,2.552024195E1,1.752116202E1,1.129999995E0,2.021000061E2,2.500000000E0,3.000000000E0
2.139387152E2,6.498236936E1,2.552023298E1,1.852115014E1,1.079999924E0,2.011999969E2,2.500000000E0,3.000000000E0
2.149504700E2,6.498235645E1,2.552022762E1,1.852113891E1,1.059999943E0,1.985000000E2,2.500000000E0,3.000000000E0
2.159361379E2,6.498234354E1,2.552021873E1,1.852112815E1,9.799999595E-1,1.981999969E2,2.500000000E0,3.000000000E0
2.169367746E2,6.498233194E1,2.552020725E1,1.752111893E1,9.699999690E-1,1.981999969E2,2.500000000E0,3.000000000E0
2.179540923E2,6.498232150E1,2.552019853E1,1.752111043E1,9.499999881E-1,2.008000031E2,2.500000000E0,3.000000000E0
2.189385713E2,6.498230993E1,2.552019241E1,1.752110054E1,1.049999952E0,2.008000031E2,2.500000000E0,3.000000000E0
2.199426378E2,6.498229547E1,2.552018227E1,1.752108851E1,1.179999948E0,1.983999939E2,2.500000000E0,3.000000000E0
2.209438856E2,6.498228399E1,2.552017272E1,1.752107915E1,1.009999990E0,1.966999969E2,2.500000000E0,3.000000000E0
2.219479068E2,6.498227322E1,2.552016341E1,1.752107042E1,1.069999933E0,1.966999969E2,2.500000000E0,3.000000000E0
2.229439447E2,6.498225989E1,2.552015126E1,1.752105970E1,1.100000024E0,1.935000000E2,2.500000000E0,3.000000000E0
2.239542930E2,6.498224778E1,2.552014346E1,1.752104953E1,9.099999666E-1,1.928000031E2,2.500000000E0,3.000000000E0
2.249442701E2,6.498223856E1,2.552013843E1,1.852104167E1,8.999999762E-1,1.868999939E2,2.500000000E0,3.000000000E0
2.259434568E2,6.498222536E1,2.552013583E1,1.752102980E1,7.899999619E-1,1.813999939E2,2.500000000E0,3.000000000E0
2.269421658E2,6.498221492E1,2.552013324E1,1.752102050E1,8.299999833E-1,1.823000031E2,2.500000000E0,3.000000000E0
2.279373541E2,6.498220256E1,2.552012879E1,1.752100965E1,1.000000000E0,1.850000000E2,2.500000000E0,3.000000000E0
2.289336675E2,6.498218990E1,2.552012636E1,1.752099827E1,9.799999595E-1,1.893999939E2,2.500000000E0,3.000000000E0
2.299351813E2,6.498217813E1,2.552012217E1,1.752098794E1,1.069999933E0,1.905000000E2,2.500000000E0,3.000000000E0
2.309499204E2,6.498216459E1,2.552011639E1,1.752097618E1,1.149999976E0,1.895000000E2,2.500000000E0,3.000000000E0
2.319108582E2,6.498215231E1,2.552011027E1,1.752096564E1,1.039999962E0,1.861000061E2,2.500000000E0,3.000000000E0
2.329460888E2,6.498214179E1,2.552010608E1,1.852095646E1,1.019999981E0,1.853999939E2,2.500000000E0,3.000000000E0
2.339550583E2,6.498213060E1,2.552009912E1,1.752094704E1,9.599999785E-1,1.845000000E2,2.500000000E0,3.000000000E0
2.349433482E2,6.498211891E1,2.552009451E1,1.852093683E1,9.099999666E-1,1.818000031E2,2.500000000E0,3.000000000E0
2.359582014E2,6.498210604E1,2.552008940E1,1.852092561E1,1.120000005E0,1.838000031E2,2.500000000E0,3.000000000E0
2.369443027E2,6.498209351E1,2.552008412E1,1.852091472E1,1.129999995E0,1.828999939E2,2.500000000E0,3.000000000E0
2.379391808E2,6.498208350E1,2.552008353E1,1.852090554E1,1.049999952E0,1.810000000E2,2.500000000E0,3.000000000E0
2.389301435E2,6.498207222E1,2.552007456E1,1.852089630E1,8.899999857E-1,1.848999939E2,2.500000000E0,3.000000000E0
2.399479248E2,6.498206346E1,2.552006735E1,1.852088915E1,6.800000072E-1,1.913999939E2,2.500000000E0,3.000000000E0
2.409338823E2,6.498206078E1,2.552005352E1,1.852088850E1,6.800000072E-1,2.071000061E2,2.500000000E0,3.000000000E0
2.419446147E2,6.498205781E1,2.552004238E1,1.852088721E1,7.199999690E-1,2.405000000E2,2.500000000E0,3.000000000E0
2.429433478E2,6.498205366E1,2.552002184E1,1.852088609E1,6.899999976E-1,2.545000000E2,2.500000000E0,4.000000000E0
2.439461181E2,6.498204833E1,2.552000265E1,1.852088369E1,1.199999928E0,2.518999939E2,2.500000000E0,4.000000000E0
2.449476216E2,6.498203777E1,2.551997985E1,1.852087694E1,1.120000005E0,2.438999939E2,2.500000000E0,4.000000000E0
2.459514916E2,6.498202922E1,2.551995906E1,1.852087177E1,9.899999499E-1,2.293000031E2,2.500000000E0,4.000000000E0
2.469514171E2,6.498202097E1,2.551994372E1,1.852086616E1,7.699999809E-1,2.218999939E2,2.500000000E0,4.000000000E0
2.479449013E2,6.498201380E1,2.551993375E1,1.852086085E1,7.400000095E-1,2.133999939E2,2.500000000E0,4.000000000E0
2.489353075E2,6.498200944E1,2.551992285E1,1.852085826E1,7.599999905E-1,2.086999969E2,2.500000000E0,4.000000000E0
2.499449623E2,6.498200512E1,2.551990684E1,1.852085638E1,6.599999666E-1,2.070000000E2,2.500000000E0,4.000000000E0
2.509587607E2,6.498199901E1,2.551989653E1,1.852085208E1,8.100000024E-1,2.070000000E2,2.500000000E0,4.000000000E0
2.519213637E2,6.498199142E1,2.551988488E1,1.852084661E1,8.100000024E-1,2.095000000E2,2.500000000E0,4.000000000E0
2.529355123E2,6.498198480E1,2.551987197E1,1.852084219E1,8.499999642E-1,2.101999969E2,2.500000000E0,4.000000000E0
2.539385195E2,6.498197671E1,2.551985295E1,1.852083722E1,8.100000024E-1,2.150000000E2,2.500000000E0,4.000000000E0
2.549450514E2,6.498197017E1,2.551983425E1,1.852083364E1,8.700000048E-1,2.181000061E2,2.500000000E0,4.000000000E0
2.559537361E2,6.498196242E1,2.551982319E1,1.952082793E1,8.299999833E-1,2.173999939E2,2.500000000E0,4.000000000E0
2.569507940E2,6.498195609E1,2.551980743E1,1.852082416E1,8.599999547E-1,2.158999939E2,2.500000000E0,4.000000000E0
2.579533295E2,6.498194989E1,2.551979377E1,1.852082022E1,8.100000024E-1,2.151999969E2,2.500000000E0,4.000000000E0
2.589430588E2,6.498194125E1,2.551977944E1,1.852081413E1,8.999999762E-1,2.085000000E2,2.500000000E0,4.000000000E0
2.599475984E2,6.498193174E1,2.551976896E1,1.852080672E1,7.400000095E-1,2.048999939E2,2.500000000E0,4.000000000E0
2.609490723E2,6.498192294E1,2.551975655E1,1.852080022E1,6.699999571E-1,2.038000031E2,2.500000000E0,4.000000000E0
2.619418618E2,6.498191561E1,2.551974499E1,1.852079497E1,8.100000024E-1,2.061000061E2,2.500000000E0,4.000000000E0
2.629471307E2,6.498190857E1,2.551973350E1,1.852078997E1,7.799999714E-1,2.043999939E2,2.500000000E0,4.000000000E0
2.639427973E2,6.498189905E1,2.551972621E1,1.952078214E1,8.499999642E-1,1.968000031E2,2.500000000E0,4.000000000E0
2.649523841E2,6.498189184E1,2.551971389E1,1.952077710E1,7.500000000E-1,1.995000000E2,2.500000000E0,4.000000000E0
2.659545529E2,6.498188409E1,2.551970366E1,1.952077128E1,7.099999785E-1,2.026000061E2,2.500000000E0,4.000000000E0
2.669400375E2,6.498187533E1,2.551969294E1,1.852076460E1,8.999999762E-1,2.035000000E2,2.500000000E0,4.000000000E0
2.679156518E2,6.498186322E1,2.551968237E1,1.852075480E1,1.149999976E0,2.103999939E2,2.500000000E0,4.000000000E0
2.689437297E2,6.498185241E1,2.551966703E1,1.852074682E1,1.019999981E0,2.178000031E2,2.500000000E0,4.000000000E0
2.699401153E2,6.498184185E1,2.551965354E1,1.852073884E1,9.399999976E-1,2.153000031E2,2.500000000E0,4.000000000E0
2.709330839E2,6.498183258E1,2.551964373E1,1.852073157E1,8.499999642E-1,2.086999969E2,2.500000000E0,4.000000000E0
2.719458757E2,6.498182076E1,2.551963317E1,1.852072204E1,8.700000048E-1,1.996000061E2,2.500000000E0,4.000000000E0
2.729423030E2,6.498181318E1,2.551962697E1,1.852071585E1,7.199999690E-1,1.978999939E2,2.500000000E0,4.000000000E0
2.739421929E2,6.498180455E1,2.551962186E1,1.852070854E1,5.500000119E-1,1.926000061E2,2.500000000E0,4.000000000E0
2.749507726E2,6.498179612E1,2.551961842E1,1.852070121E1,6.899999976E-1,1.863999939E2,2.500000000E0,4.000000000E0
2.759313139E2,6.498178803E1,2.551961171E1,1.852069462E1,6.499999762E-1,1.831000061E2,2.500000000E0,4.000000000E0
2.769432355E2,6.498177722E1,2.551960786E1,1.852068513E1,7.799999714E-1,1.858999939E2,2.500000000E0,4.000000000E0
2.779554572E2,6.498176528E1,2.551960090E1,1.852067501E1,7.400000095E-1,1.908000031E2,2.500000000E0,4.000000000E0
2.789441207E2,6.498175677E1,2.551959135E1,1.852066840E1,7.099999785E-1,1.981999969E2,3.000000000E0,4.000000000E0
2.799525389E2,6.498174847E1,2.551958405E1,1.752066170E1,6.599999666E-1,1.975000000E2,3.000000000E0,4.000000000E0
2.809439891E2,6.498173837E1,2.551957291E1,1.752065383E1,6.999999881E-1,1.996000061E2,3.000000000E0,4.000000000E0
2.819450694E2,6.498172886E1,2.551955773E1,1.752064704E1,8.299999833E-1,2.051000061E2,3.000000000E0,4.000000000E0
2.829461438E2,6.498172060E1,2.551954072E1,1.752064165E1,7.799999714E-1,2.096000061E2,3.000000000E0,4.000000000E0
2.839477227E2,6.498171197E1,2.551953075E1,1.752063499E1,8.899999857E-1,2.075000000E2,3.000000000E0,4.000000000E0
2.849551121E2,6.498170178E1,2.551951935E1,1.752062708E1,7.500000000E-1,2.058999939E2,3.000000000E0,4.000000000E0
2.859476783E2,6.498169206E1,2.551950962E1,1.752061937E1,7.999999523E-1,1.996000061E2,3.000000000E0,4.000000000E0
2.869439686E2,6.498168360E1,2.551950292E1,1.752061243E1,6.999999881E-1,1.940000000E2,3.000000000E0,4.000000000E0
2.879539381E2,6.498167710E1,2.551948775E1,1.752060843E1,7.299999595E-1,1.908999939E2,2.500000000E0,4.000000000E0
2.889230824E2,6.498166704E1,2.551947769E1,1.752060046E1,9.199999571E-1,1.915000000E2,3.000000000E0,4.000000000E0
2.899505726E2,6.498165698E1,2.551946562E1,1.752059276E1,9.899999499E-1,1.876999969E2,2.500000000E0,4.000000000E0
2.909360528E2,6.498164680E1,2.551945858E1,1.752058427E1,9.899999499E-1,1.871000061E2,2.500000000E0,4.000000000E0
2.919388989E2,6.498163402E1,2.551944869E1,1.752057376E1,1.000000000E0,1.880000000E2,2.500000000E0,4.000000000E0
2.929286070E2,6.498161985E1,2.551943754E1,1.752056214E1,1.220000029E0,1.935000000E2,2.500000000E0,4.000000000E0
2.939492175E2,6.498160602E1,2.551942312E1,1.752055126E1,1.069999933E0,1.980000000E2,2.500000000E0,4.000000000E0
2.949385614E2,6.498159508E1,2.551941155E1,1.752054267E1,9.699999690E-1,2.013000031E2,3.000000000E0,4.000000000E0
2.959386061E2,6.498158528E1,2.551940116E1,1.652053498E1,6.699999571E-1,2.026000061E2,3.000000000E0,4.000000000E0
2.969425117E2,6.498157572E1,2.551939446E1,1.652052704E1,7.099999785E-1,1.973000031E2,3.000000000E0,4.000000000E0
2.979407436E2,6.498156491E1,2.551939202E1,1.652051736E1,7.299999595E-1,1.951000061E2,3.000000000E0,4.000000000E0
2.989337311E2,6.498155317E1,2.551938976E1,1.652050681E1,1.100000024E0,1.863000031E2,3.000000000E0,4.000000000E0
2.999485577E2,6.498153897E1,2.551938205E1,1.652049470E1,1.069999933E0,1.841999969E2,3.000000000E0,4.000000000E0
3.009430183E2,6.498152484E1,2.551937342E1,1.652048279E1,1.029999971E0,1.843999939E2,3.000000000E0,4.000000000E0
3.019365831E2,6.498151131E1,2.551937115E1,1.652047057E1,7.599999905E-1,1.801999969E2,3.000000000E0,4.000000000E0
3.029402218E2,6.498150288E1,2.551937216E1,1.652046265E1,6.599999666E-1,1.765000000E2,3.000000000E0,4.000000000E0
3.039596199E2,6.498149203E1,2.551936931E1,1.652045300E1,6.200000048E-1,1.746000061E2,3.000000000E0,4.000000000E0
3.049556772E2,6.498148302E1,2.551936378E1,1.652044540E1,7.500000000E-1,1.763999939E2,3.000000000E0,4.000000000E0
3.059417741E2,6.498147049E1,2.551935833E1,1.552043454E1,8.999999762E-1,1.783999939E2,3.000000000E0,4.000000000E0
3.069585050E2,6.498146068E1,2.551935540E1,1.552042586E1,8.499999642E-1,1.828000031E2,3.000000000E0,4.000000000E0
3.079507152E2,6.498144936E1,2.551934810E1,1.552041636E1,8.100000024E-1,1.876999969E2,3.000000000E0,4.000000000E0
3.089325123E2,6.498143805E1,2.551934727E1,1.652040602E1,9.199999571E-1,1.908999939E2,3.000000000E0,4.000000000E0
3.099533548E2,6.498142711E1,2.551934006E1,1.652039686E1,9.099999666E-1,1.938000031E2,3.000000000E0,4.000000000E0
3.109471167E2,6.498141361E1,2.551933612E1,1.652038490E1,8.799999952E-1,1.940000000E2,3.000000000E0,4.000000000E0
3.119441436E2,6.498140192E1,2.551932757E1,1.752037523E1,1.000000000E0,1.933000031E2,3.000000000E0,4.000000000E0
3.129497163E2,6.498139040E1,2.551931634E1,1.752036606E1,7.199999690E-1,1.960000000E2,3.000000000E0,4.000000000E0
3.139511511E2,6.498137887E1,2.551931307E1,1.752035584E1,7.899999619E-1,1.943999939E2,3.000000000E0,4.000000000E0
3.149563404E2,6.498136605E1,2.551931265E1,1.852034404E1,8.999999762E-1,1.970000000E2,3.000000000E0,4.000000000E0
3.159500610E2,6.498135234E1,2.551930485E1,1.852033240E1,9.499999881E-1,1.978999939E2,3.000000000E0,4.000000000E0
3.169401574E2,6.498133893E1,2.551929521E1,1.852032128E1,9.899999499E-1,1.963999939E2,3.000000000E0,4.000000000E0
3.179490529E2,6.498132548E1,2.551928943E1,1.952030961E1,9.300000072E-1,1.950000000E2,3.000000000E0,4.000000000E0
3.189575935E2,6.498131253E1,2.551927820E1,1.952029912E1,1.069999933E0,1.921999969E2,3.000000000E0,4.000000000E0
3.199476683E2,6.498130021E1,2.551927057E1,1.952028874E1,9.599999785E-1,1.913999939E2,3.000000000E0,4.000000000E0
3.209419992E2,6.498128969E1,2.551926236E1,1.952028011E1,6.499999762E-1,1.926000061E2,3.000000000E0,4.000000000E0
3.219375848E2,6.498127854E1,2.551925490E1,1.952027079E1,9.300000072E-1,1.971000061E2,3.000000000E0,4.000000000E0
3.229502929E2,6.498127053E1,2.551924434E1,1.952026478E1,8.599999547E-1,2.048999939E2,3.000000000E0,4.000000000E0
3.239443498E2,6.498126328E1,2.551922908E1,1.952026010E1,8.399999738E-1,2.146999969E2,3.000000000E0,4.000000000E0
3.249363630E2,6.498125444E1,2.551920922E1,1.952025455E1,9.199999571E-1,2.236000061E2,3.000000000E0,4.000000000E0
3.259374879E2,6.498124610E1,2.551919379E1,1.952024888E1,7.699999809E-1,2.278999939E2,3.000000000E0,4.000000000E0
3.269343753E2,6.498123583E1,2.551917225E1,1.952024223E1,8.799999952E-1,2.240000000E2,3.000000000E0,4.000000000E0
3.279265755E2,6.498122812E1,2.551916647E1,2.052023587E1,8.199999928E-1,2.176999969E2,3.000000000E0,4.000000000E0
3.289464527E2,6.498121932E1,2.551914836E1,2.052023013E1,6.699999571E-1,2.193000031E2,3.000000000E0,4.000000000E0
3.299378113E2,6.498121102E1,2.551913411E1,2.052022434E1,6.899999976E-1,2.241000061E2,3.000000000E0,4.000000000E0
3.309538632E2,6.498120335E1,2.551911433E1,2.052021986E1,8.799999952E-1,2.291999969E2,3.000000000E0,4.000000000E0
3.319342323E2,6.498119736E1,2.551909472E1,2.052021692E1,7.500000000E-1,2.366999969E2,3.000000000E0,4.000000000E0
3.329463905E2,6.498119351E1,2.551907385E1,2.052021611E1,7.699999809E-1,2.460000000E2,3.000000000E0,4.000000000E0
3.339442396E2,6.498119154E1,2.551905340E1,2.052021699E1,7.099999785E-1,2.545000000E2,3.000000000E0,4.000000000E0
3.349512810E2,6.498119170E1,2.551903579E1,2.052021947E1,7.999999523E-1,2.625000000E2,3.000000000E0,4.000000000E0
3.359337022E2,6.498119099E1,2.551901249E1,2.052022189E1,9.099999666E-1,2.695000000E2,3.000000000E0,4.000000000E0
3.369357438E2,6.498119011E1,2.551898651E1,2.052022451E1,9.099999666E-1,2.726000061E2,3.000000000E0,4.000000000E0
3.379291390E2,6.498118835E1,2.551896203E1,2.052022612E1,9.899999499E-1,2.707999878E2,3.000000000E0,4.000000000E0
3.389535128E2,6.498118496E1,2.551893102E1,2.052022708E1,1.019999981E0,2.657000122E2,3.000000000E0,4.000000000E0
3.399472397E2,6.498118227E1,2.551891183E1,2.152022713E1,8.399999738E-1,2.672000122E2,3.000000000E0,4.000000000E0
3.409509012E2,6.498118265E1,2.551889171E1,2.052023014E1,7.599999905E-1,2.725000000E2,3.000000000E0,4.000000000E0
3.419442379E2,6.498118005E1,2.551886321E1,2.052023150E1,9.699999690E-1,2.737000122E2,3.000000000E0,4.000000000E0
3.429424577E2,6.498118324E1,2.551883505E1,2.152023817E1,9.300000072E-1,2.806000061E2,3.000000000E0,4.000000000E0
3.439579595E2,6.498118491E1,2.551880839E1,2.052024324E1,8.999999762E-1,2.826000061E2,3.000000000E0,4.000000000E0
3.449581970E2,6.498118529E1,2.551878543E1,2.152024662E1,8.299999833E-1,2.802999878E2,3.000000000E0,4.000000000E0
3.459502660E2,6.498118261E1,2.551875911E1,2.152024762E1,8.799999952E-1,2.760000000E2,3.000000000E0,4.000000000E0
3.469542194E2,6.498118370E1,2.551873270E1,2.152025211E1,7.899999619E-1,2.732999878E2,3.000000000E0,4.000000000E0
3.479416107E2,6.498118634E1,2.551871133E1,2.152025737E1,9.099999666E-1,2.753999939E2,3.000000000E0,4.000000000E0
3.489447368E2,6.498118936E1,2.551868786E1,2.152026326E1,8.499999642E-1,2.752999878E2,3.000000000E0,4.000000000E0
3.499436428E2,6.498118915E1,2.551866087E1,2.152026663E1,1.009999990E0,2.751000061E2,3.000000000E0,4.000000000E0
3.509418301E2,6.498118986E1,2.551862667E1,2.152027181E1,1.110000014E0,2.736000061E2,3.000000000E0,4.000000000E0
3.519336677E2,6.498119154E1,2.551859499E1,2.052027754E1,1.100000024E0,2.751000061E2,3.000000000E0,4.000000000E0
3.529375218E2,6.498119275E1,2.551857035E1,2.052028192E1,7.999999523E-1,2.742000122E2,3.000000000E0,4.000000000E0
3.539531006E2,6.498119673E1,2.551854361E1,2.052028913E1,7.899999619E-1,2.730000000E2,3.000000000E0,4.000000000E0
3.549407922E2,6.498119895E1,2.551852165E1,2.052029409E1,7.599999905E-1,2.778999939E2,3.000000000E0,4.000000000E0
3.559470319E2,6.498120277E1,2.551850203E1,2.052030020E1,8.899999857E-1,2.862000122E2,3.000000000E0,4.000000000E0
3.569550447E2,6.498120423E1,2.551847395E1,2.052030527E1,9.499999881E-1,2.907000122E2,3.000000000E0,4.000000000E0
3.579468261E2,6.498120951E1,2.551845216E1,2.052031302E1,7.599999905E-1,2.900000000E2,3.000000000E0,4.000000000E0
3.589570561E2,6.498121215E1,2.551842794E1,2.052031866E1,7.599999905E-1,2.863999939E2,3.000000000E0,4.000000000E0
3.599437053E2,6.498121102E1,2.551840707E1,2.052032037E1,4.799999893E-1,2.867999878E2,3.000000000E0,4.000000000E0
3.609439020E2,6.498121203E1,2.551838762E1,2.052032387E1,5.699999928E-1,2.825000000E2,3.000000000E0,4.000000000E0
3.619478296E2,6.498121488E1,2.551836943E1,2.052032891E1,4.399999976E-1,2.822000122E2,3.000000000E0,4.000000000E0
3.629386472E2,6.498121744E1,2.551835158E1,2.052033363E1,3.999999762E-1,2.822000122E2,3.000000000E0,4.000000000E0
3.639531256E2,6.498121932E1,2.551833683E1,2.052033732E1,7.199999690E-1,2.712000122E2,3.000000000E0,4.000000000E0
3.649376310E2,6.498121727E1,2.551830707E1,2.052033935E1,7.599999905E-1,2.670000000E2,3.000000000E0,4.000000000E0
3.659515445E2,6.498121819E1,2.551828830E1,2.152034268E1,6.200000048E-1,2.686000061E2,3.000000000E0,4.000000000E0
3.669510418E2,6.498121785E1,2.551826818E1,2.152034503E1,5.299999714E-1,2.671000061E2,3.000000000E0,4.000000000E0
3.679462935E2,6.498121794E1,2.551824521E1,2.152034814E1,6.899999976E-1,2.636000061E2,3.000000000E0,4.000000000E0
3.689436006E2,6.498121827E1,2.551822124E1,2.152035162E1,6.999999881E-1,2.650000000E2,3.000000000E0,4.000000000E0
3.699466050E2,6.498121781E1,2.551819492E1,2.152035467E1,7.999999523E-1,2.617000122E2,3.000000000E0,4.000000000E0
3.709306558E2,6.498121748E1,2.551817112E1,2.152035750E1,7.999999523E-1,2.623999939E2,3.000000000E0,4.000000000E0
3.719440205E2,6.498121735E1,2.551814153E1,2.152036129E1,8.599999547E-1,2.642999878E2,3.000000000E0,4.000000000E0
3.729562059E2,6.498121651E1,2.551811378E1,2.152036418E1,6.999999881E-1,2.637000122E2,3.000000000E0,4.000000000E0
3.739451948E2,6.498121278E1,2.551808688E1,2.152036429E1,8.799999952E-1,2.588999939E2,3.000000000E0,4.000000000E0
3.749361801E2,6.498121014E1,2.551806198E1,2.152036514E1,9.199999571E-1,2.592000122E2,3.000000000E0,4.000000000E0
3.759367909E2,6.498120696E1,2.551803164E1,2.152036621E1,8.999999762E-1,2.606000061E2,3.000000000E0,4.000000000E0
3.769370753E2,6.498120327E1,2.551799962E1,2.152036703E1,8.899999857E-1,2.612999878E2,3.000000000E0,4.000000000E0
3.779392549E2,6.498120247E1,2.551797330E1,2.152036977E1,7.400000095E-1,2.578999939E2,3.000000000E0,4.000000000E0
3.789445255E2,6.498119962E1,2.551795243E1,2.152036989E1,6.200000048E-1,2.578999939E2,3.000000000E0,4.000000000E0
3.799514493E2,6.498120071E1,2.551793089E1,2.152037375E1,6.200000048E-1,2.626000061E2,3.000000000E0,4.000000000E0
3.809396509E2,6.498120176E1,2.551790466E1,2.152037818E1,7.699999809E-1,2.585000000E2,3.000000000E0,4.000000000E0
3.819529602E2,6.498119849E1,2.551787389E1,2.052037922E1,6.200000048E-1,2.562000122E2,3.000000000E0,4.000000000E0
3.829434490E2,6.498119883E1,2.551785009E1,2.152038268E1,6.800000072E-1,2.531000061E2,3.000000000E0,4.000000000E0
3.839479153E2,6.498119761E1,2.551782503E1,2.152038487E1,8.199999928E-1,2.550000000E2,3.000000000E0,4.000000000E0
3.849532716E2,6.498119510E1,2.551780122E1,2.052038569E1,6.999999881E-1,2.592000122E2,3.000000000E0,4.000000000E0
3.859534859E2,6.498119468E1,2.551777935E1,2.152038819E1,6.699999571E-1,2.638999939E2,3.000000000E0,4.000000000E0
3.869490879E2,6.498119443E1,2.551775663E1,2.152039096E1,7.400000095E-1,2.672999878E2,3.000000000E0,4.000000000E0
3.879447091E2,6.498119573E1,2.551773174E1,2.152039545E1,5.699999928E-1,2.706000061E2,3.000000000E0,4.000000000E0
3.889436163E2,6.498119631E1,2.551770751E1,2.152039919E1,6.599999666E-1,2.712000122E2,3.000000000E0,4.000000000E0
3.899494984E2,6.498119405E1,2.551768103E1,2.152040060E1,7.299999595E-1,2.732000122E2,3.000000000E0,4.000000000E0
3.909480531E2,6.498119351E1,2.551765722E1,2.152040324E1,7.699999809E-1,2.732999878E2,3.000000000E0,4.000000000E0
3.919533166E2,6.498119439E1,2.551763216E1,2.152040736E1,7.099999785E-1,2.715000000E2,3.000000000E0,4.000000000E0
3.929622051E2,6.498119430E1,2.551760877E1,2.152041037E1,6.100000143E-1,2.727000122E2,3.000000000E0,4.000000000E0
3.939517546E2,6.498119133E1,2.551758187E1,2.052041118E1,5.399999619E-1,2.707999878E2,3.000000000E0,4.000000000E0
3.949410741E2,6.498119128E1,2.551756150E1,2.052041383E1,4.499999881E-1,2.712999878E2,3.000000000E0,4.000000000E0
3.959523005E2,6.498119422E1,2.551753879E1,2.052041954E1,4.799999893E-1,2.727999878E2,3.000000000E0,4.000000000E0
3.969568052E2,6.498119602E1,2.551751096E1,2.052042488E1,6.200000048E-1,2.773999939E2,3.000000000E0,4.000000000E0
3.979384002E2,6.498119434E1,2.551748841E1,2.052042631E1,7.199999690E-1,2.747000122E2,3.000000000E0,4.000000000E0
3.989686876E2,6.498119589E1,2.551746477E1,2.052043086E1,7.199999690E-1,2.773999939E2,3.000000000E0,4.000000000E0
3.999527402E2,6.498119589E1,2.551744441E1,2.052043356E1,5.500000119E-1,2.823999939E2,3.000000000E0,4.000000000E0
4.009541740E2,6.498119782E1,2.551742219E1,2.052043827E1,1.000000000E0,2.863999939E2,3.000000000E0,4.000000000E0
4.019371791E2,6.498120059E1,2.551738934E1,2.052044516E1,9.899999499E-1,2.792000122E2,3.000000000E0,4.000000000E0
4.029510563E2,6.498120130E1,2.551735522E1,2.052045033E1,1.039999962E0,2.758999939E2,2.500000000E0,4.000000000E0
4.039373386E2,6.498119803E1,2.551732413E1,2.152045142E1,8.999999762E-1,2.781000061E2,2.500000000E0,4.000000000E0
4.049495911E2,6.498119698E1,2.551730074E1,2.152045354E1,8.399999738E-1,2.777000122E2,2.500000000E0,4.000000000E0
4.059620617E2,6.498119753E1,2.551727559E1,2.152045736E1,8.899999857E-1,2.792000122E2,2.500000000E0,4.000000000E0
4.069386538E2,6.498119765E1,2.551724944E1,2.152046093E1,9.099999666E-1,2.787000122E2,2.500000000E0,4.000000000E0
4.079506603E2,6.498119757E1,2.551722212E1,2.152046447E1,9.499999881E-1,2.816000061E2,2.500000000E0,4.000000000E0
4.089383607E2,6.498119967E1,2.551718934E1,2.152047073E1,1.139999986E0,2.875000000E2,2.500000000E0,4.000000000E0
4.099371425E2,6.498119979E1,2.551716277E1,2.152047436E1,7.799999714E-1,2.851000061E2,2.500000000E0,4.000000000E0
4.109342721E2,6.498119933E1,2.551713838E1,2.152047715E1,7.099999785E-1,2.777000122E2,2.500000000E0,4.000000000E0
4.119460002E2,6.498119996E1,2.551711190E1,2.152048123E1,7.099999785E-1,2.723999939E2,2.500000000E0,4.000000000E0
4.129456385E2,6.498119962E1,2.551709086E1,2.152048370E1,7.099999785E-1,2.672999878E2,2.500000000E0,4.000000000E0
4.139327471E2,6.498119975E1,2.551706068E1,2.152048780E1,7.500000000E-1,2.666000061E2,2.500000000E0,4.000000000E0
4.149499061E2,6.498120046E1,2.551703906E1,2.152049132E1,6.800000072E-1,2.667000122E2,2.500000000E0,4.000000000E0
4.159316262E2,6.498120101E1,2.551701492E1,2.152049501E1,5.699999928E-1,2.682000122E2,2.500000000E0,4.000000000E0
4.169419530E2,6.498120247E1,2.551699572E1,2.152049890E1,6.200000048E-1,2.742999878E2,2.500000000E0,4.000000000E0
4.179454052E2,6.498120268E1,2.551697108E1,2.152050235E1,5.199999809E-1,2.733999939E2,2.500000000E0,4.000000000E0
4.189629293E2,6.498120511E1,2.551694652E1,2.152050784E1,6.100000143E-1,2.728999939E2,2.500000000E0,4.000000000E0
4.199354507E2,6.498120922E1,2.551691861E1,2.152051532E1,6.999999881E-1,2.708999939E2,2.500000000E0,4.000000000E0
4.209410048E2,6.498121140E1,2.551689749E1,2.152052012E1,6.999999881E-1,2.758999939E2,2.500000000E0,4.000000000E0
4.219370773E2,6.498121471E1,2.551687066E1,2.152052672E1,7.999999523E-1,2.877000122E2,2.500000000E0,4.000000000E0
4.229353436E2,6.498122054E1,2.551684795E1,2.152053510E1,1.019999981E0,2.992000122E2,2.500000000E0,4.000000000E0
4.239423011E2,6.498122561E1,2.551682079E1,2.152054337E1,8.700000048E-1,3.025000000E2,2.500000000E0,4.000000000E0
4.249238568E2,6.498123101E1,2.551679682E1,2.052055153E1,8.499999642E-1,3.030000000E2,2.500000000E0,4.000000000E0
